CHR,POS,clone1_A_true,clone8_A_true,clone12_A_true,clone13_A_true,clone14_A_true,clone15_A_true,clone16_A_true,clone18_A_true,clone19_A_true,clone20_A_true,clone21_A_true,segment,clone1_B_true,clone8_B_true,clone12_B_true,clone13_B_true,clone14_B_true,clone15_B_true,clone16_B_true,clone18_B_true,clone19_B_true,clone20_B_true,clone21_B_true,chr,start,end
10,106134848,4,4,4,4,4,4,4,4,4,4,4,17_78704389_79220885,2,2,2,2,2,2,2,2,2,2,2,chr10,78704389,79220885
3,83775156,2,2,2,2,2,2,2,2,2,2,2,6_41204329_42074872,2,2,2,2,2,2,2,2,1,1,1,chr3,41204329,42074872
2,48781846,2,2,2,2,2,2,2,2,2,2,2,20_33337396_34091287,2,2,2,2,2,2,2,2,3,3,3,chr2,33337396,34091287
3,93035438,2,2,2,2,2,2,2,2,2,2,2,7_123152035_131926046,1,1,1,1,1,1,1,1,1,1,1,chr3,123152035,131926046
7,73641515,3,3,3,3,3,3,3,3,3,3,3,5_111481690_111506751,2,2,2,2,2,2,2,2,2,2,2,chr7,111481690,111506751
18,387606,2,2,2,2,2,2,2,2,2,2,2,14_104167564_104570036,2,2,2,2,2,2,2,2,2,2,2,chr18,104167564,104570036
2,11138252,3,3,3,3,3,3,3,3,3,3,3,2_219754822_220041091,3,3,3,3,3,3,3,3,3,3,3,chr2,219754822,220041091
3,76774660,2,2,2,2,2,2,2,2,2,2,2,3_54961963_55108336,2,2,2,2,2,2,2,2,2,2,2,chr3,54961963,55108336
1,231009015,2,2,2,2,2,2,2,2,2,2,2,7_193245_590247,3,3,3,3,3,3,3,3,3,3,3,chr1,193245,590247
10,19901696,2,2,2,2,2,2,2,2,2,2,2,6_127836033_128388820,1,1,1,1,1,1,1,1,1,1,1,chr10,127836033,128388820
3,196287483,3,3,3,3,3,3,3,3,3,3,3,19_12385749_12576480,3,3,3,3,3,3,3,3,3,3,3,chr3,12385749,12576480
8,5117624,2,2,2,2,2,2,2,2,2,2,2,10_134166273_135381927,2,2,2,2,2,2,2,2,2,2,2,chr8,134166273,135381927
6,27406221,2,2,2,2,2,2,2,2,2,4,2,16_19310137_19716434,2,2,2,2,2,2,2,2,2,0,2,chr6,19310137,19716434
16,5037788,2,2,2,2,2,2,2,2,2,2,2,16_81173193_81211531,2,2,2,2,2,2,2,2,2,2,2,chr16,81173193,81211531
11,84086560,2,2,2,2,2,2,2,2,1,1,1,16_22441131_23226787,2,2,2,2,2,2,2,2,2,2,2,chr11,22441131,23226787
1,57462842,3,3,3,3,3,3,3,3,3,3,3,5_177989103_178950509,2,2,2,2,2,2,2,2,2,2,2,chr1,177989103,178950509
1,198238385,3,3,3,3,3,3,3,3,3,3,3,15_81281836_101114415,2,2,2,2,2,2,2,2,2,2,2,chr1,81281836,101114415
12,114226103,2,2,2,2,2,2,2,2,2,2,2,8_65488962_67955585,2,2,2,2,2,2,2,2,2,2,2,chr12,65488962,67955585
11,5645690,2,2,2,2,2,2,2,2,2,2,2,8_79513914_82670518,2,2,2,2,2,2,2,2,2,2,2,chr11,79513914,82670518
9,30067031,3,3,3,3,3,3,3,3,3,3,3,5_172333143_173416234,3,3,3,3,3,3,3,3,3,3,3,chr9,172333143,173416234
7,101252287,3,3,3,3,3,3,3,3,3,3,3,15_20169972_27018821,3,3,3,3,3,3,3,3,3,3,3,chr7,20169972,27018821
19,12623297,2,2,2,2,2,2,2,2,2,2,2,16_2766518_3266453,2,2,2,2,2,2,2,2,1,1,1,chr19,2766518,3266453
3,182873928,2,2,2,2,2,2,2,2,2,2,2,16_904491_1035291,1,1,2,1,1,1,1,1,2,2,2,chr3,904491,1035291
11,21341929,3,3,3,3,3,3,3,3,3,3,3,12_32490764_32994009,3,3,3,3,3,3,3,3,3,3,3,chr11,32490764,32994009
8,128136080,2,2,2,2,2,2,2,2,4,4,4,19_281376_617963,2,2,2,2,2,2,2,2,0,0,0,chr8,281376,617963
8,51479304,2,2,2,2,2,2,2,2,2,2,2,17_43003906_45776120,2,2,2,2,2,2,2,2,2,2,2,chr8,43003906,45776120
3,123582296,2,2,2,2,2,2,2,2,2,2,2,18_10691357_11752599,4,4,4,4,4,4,4,4,4,4,4,chr3,10691357,11752599
3,166124361,2,2,2,2,2,2,2,2,2,2,2,18_29410670_29704936,2,2,2,2,2,2,2,2,2,2,2,chr3,29410670,29704936
4,50866656,2,2,2,2,2,2,2,2,2,2,2,14_21026786_21570297,3,3,3,3,3,3,3,3,3,3,3,chr4,21026786,21570297
20,44072620,2,2,2,2,2,2,2,2,0,0,0,13_28143388_32352804,2,2,2,2,2,2,2,2,4,4,4,chr20,28143388,32352804
21,28944050,2,2,2,2,2,2,2,2,2,0,2,17_960368_5354089,2,2,2,2,2,2,2,2,2,4,2,chr21,960368,5354089
7,158026883,2,2,2,2,2,2,2,2,2,2,2,2_55155485_88828961,3,2,2,2,2,2,2,2,2,2,2,chr7,55155485,88828961
8,140150430,2,2,2,2,2,2,2,2,2,2,2,22_17984065_21330789,2,2,2,2,2,2,2,2,2,2,2,chr8,17984065,21330789
4,20252337,3,3,3,3,3,3,3,3,3,3,3,7_2434292_4843601,2,2,2,2,2,2,2,2,2,2,2,chr4,2434292,4843601
4,179386381,2,2,2,2,2,2,2,2,2,2,2,4_129812083_139483049,4,4,4,4,4,4,4,4,4,4,4,chr4,129812083,139483049
19,4093155,3,3,3,3,3,3,3,3,3,3,3,10_22498259_23528672,3,3,3,3,3,3,3,3,3,3,3,chr19,22498259,23528672
5,75496323,2,2,2,2,2,2,2,2,2,2,2,19_9047305_9579809,2,2,2,2,2,2,2,2,2,2,2,chr5,9047305,9579809
2,155825918,2,2,2,2,2,2,2,2,2,2,2,5_140167650_140186438,1,2,2,2,2,2,1,1,2,2,2,chr2,140167650,140186438
4,57667410,2,2,2,2,2,2,2,2,2,2,2,2_240984474_242432781,2,2,2,2,2,2,2,2,2,2,2,chr4,240984474,242432781
11,20875282,2,2,2,2,2,2,2,2,2,2,2,20_36322576_37056150,2,2,2,2,2,2,2,2,2,2,2,chr11,36322576,37056150
7,131422597,2,2,2,2,2,2,2,2,2,2,2,17_9086157_9086708,2,2,2,2,2,2,2,2,2,2,2,chr7,9086157,9086708
8,41332628,4,4,4,4,4,4,4,4,4,4,4,16_89167139_89169273,2,2,2,2,2,2,2,2,2,2,2,chr8,89167139,89169273
8,25451924,4,4,4,4,4,4,4,4,4,4,4,2_240500413_240981374,2,2,2,2,2,2,2,2,2,2,2,chr8,240500413,240981374
1,84452593,2,2,2,2,2,1,2,2,2,2,2,9_12693928_27213459,2,2,2,2,2,2,2,2,2,2,2,chr1,12693928,27213459
11,91289586,1,1,2,1,1,1,1,1,2,2,2,11_45277311_46637066,2,2,2,2,2,2,2,2,2,2,2,chr11,45277311,46637066
10,122666489,2,2,2,2,2,2,2,2,2,2,2,16_58589748_66785219,2,2,2,2,2,2,2,2,3,3,3,chr10,58589748,66785219
11,18370014,2,2,2,2,2,2,2,2,0,0,0,7_156979421_159025874,2,2,2,2,2,2,2,2,4,4,4,chr11,156979421,159025874
10,30472662,2,2,2,2,2,2,2,2,2,2,2,20_58883675_61438990,2,2,2,2,2,2,2,2,2,2,1,chr10,58883675,61438990
7,81286054,2,2,2,2,2,2,2,2,2,2,2,20_5844122_6064554,2,2,2,2,2,2,2,2,2,2,2,chr7,5844122,6064554
2,66851319,2,2,2,2,2,2,2,2,2,2,2,10_27964259_30749802,4,4,4,4,4,4,4,4,4,4,4,chr2,27964259,30749802
16,7591004,2,2,2,2,2,2,2,2,2,2,2,20_32005607_33334661,4,4,4,4,4,4,4,4,4,4,4,chr16,32005607,33334661
3,152782728,2,2,2,2,2,2,2,2,2,1,2,6_44219139_45480157,2,2,2,2,2,2,2,2,2,2,2,chr3,44219139,45480157
9,119429624,2,2,2,2,2,2,2,2,2,2,2,20_61588319_62496585,2,2,2,2,2,2,2,2,2,2,2,chr9,61588319,62496585
3,175827325,2,2,2,2,2,2,2,2,2,2,2,7_624344_1519188,2,2,2,2,2,2,2,2,2,2,2,chr3,624344,1519188
2,78997694,4,2,2,2,2,2,4,4,2,2,2,4_174537356_178281754,0,2,2,2,2,2,0,0,2,2,2,chr2,174537356,178281754
13,34429522,3,3,3,3,3,3,3,3,3,3,3,2_10050877_10717714,3,3,3,3,3,3,3,3,3,3,3,chr13,10050877,10717714
6,125219259,2,2,2,2,2,2,2,2,2,2,2,5_49695048_52403040,3,2,2,2,2,2,3,3,2,2,2,chr6,49695048,52403040
6,114664809,2,2,2,2,2,2,2,2,2,2,2,10_14425204_15258117,2,2,2,2,2,2,2,2,2,2,2,chr6,14425204,15258117
10,691920,3,3,3,3,3,3,3,3,3,3,3,3_130312064_132075723,2,2,2,2,2,2,2,2,2,2,2,chr10,130312064,132075723
13,52798688,2,0,2,2,0,0,2,2,2,2,2,10_43119159_43620335,2,4,2,2,4,4,2,2,2,2,2,chr13,43119159,43620335
19,1941008,3,3,3,3,3,3,3,3,3,3,3,7_16317847_43664385,2,2,2,2,2,2,2,2,2,2,2,chr19,16317847,43664385
1,138339566,2,2,2,2,2,2,2,2,2,2,2,6_84765073_93973569,2,2,2,2,2,2,2,2,2,2,2,chr1,84765073,93973569
15,73978476,3,3,3,3,3,3,3,3,3,3,3,5_111519740_140167520,2,2,2,2,2,2,2,2,2,2,2,chr15,111519740,140167520
10,2635238,1,2,2,2,2,2,1,1,2,2,2,11_244552_433995,2,2,2,2,2,2,2,2,2,2,2,chr10,244552,433995
11,24052994,2,2,2,2,2,2,2,2,2,2,2,16_10721431_10861751,4,4,4,4,4,4,4,4,4,4,4,chr11,10721431,10861751
13,20964857,3,3,3,3,3,3,3,3,3,3,3,19_49671151_50357890,3,3,3,3,3,3,3,3,3,3,3,chr13,49671151,50357890
4,6121233,4,4,4,4,4,4,4,4,4,4,4,7_6730395_16298689,4,4,4,4,4,4,4,4,4,4,4,chr4,6730395,16298689
1,79602757,2,2,2,2,2,2,2,2,2,2,2,3_126733329_129214396,2,2,2,2,2,2,2,2,2,2,2,chr1,126733329,129214396
11,29223938,4,4,4,4,4,4,4,4,4,4,4,4_9998604_13592217,4,4,4,4,4,4,4,4,4,4,4,chr11,9998604,13592217
10,120385830,2,2,2,2,2,2,2,2,2,2,2,2_108604694_109746170,2,2,2,2,2,2,2,2,2,2,2,chr10,108604694,109746170
7,19690082,2,2,2,2,2,2,2,2,2,2,2,9_136501808_136555636,3,3,3,3,3,3,3,3,3,3,3,chr7,136501808,136555636
15,52529283,3,3,2,3,3,3,3,3,2,2,2,16_85953682_88014663,2,2,2,2,2,2,2,2,2,2,2,chr15,85953682,88014663
13,82284067,2,2,2,2,2,2,2,2,2,2,2,9_27217647_27220040,3,3,3,3,3,3,3,3,3,3,3,chr13,27217647,27220040
15,95032535,2,2,2,2,2,2,2,2,2,2,2,11_1785375_2017527,2,2,2,2,2,2,2,2,2,2,2,chr15,1785375,2017527
6,167904778,4,4,4,4,4,4,4,4,4,4,4,8_125578049_131020798,0,0,0,0,0,0,0,0,0,0,0,chr6,125578049,131020798
5,71226647,4,4,4,4,4,4,4,4,4,4,4,3_97439178_97852492,4,4,4,4,4,4,4,4,4,4,4,chr5,97439178,97852492
13,7363305,2,2,2,2,2,2,2,2,2,2,2,4_104016238_120243353,2,1,2,2,2,2,2,2,2,2,2,chr13,104016238,120243353
6,74916700,3,3,3,3,3,3,3,3,3,3,3,17_45776733_46051477,3,3,3,3,3,3,3,3,3,3,3,chr6,45776733,46051477
1,201484247,2,3,2,2,2,2,2,2,2,2,2,2_211342323_212568923,2,3,2,2,2,2,2,2,2,2,2,chr1,211342323,212568923
4,155897892,1,2,2,2,2,2,1,1,2,2,2,7_133692466_142482184,2,2,2,2,2,2,2,2,2,2,2,chr4,133692466,142482184
4,186859378,2,2,2,2,2,2,2,2,2,2,2,1_160852046_165218901,2,2,2,2,2,2,2,2,2,2,2,chr4,160852046,165218901
6,37755051,2,2,2,2,2,2,2,2,2,2,2,19_17530913_18112433,2,2,2,2,2,2,2,2,1,1,1,chr6,17530913,18112433
4,52665335,2,2,2,2,2,2,2,2,2,2,2,3_49095240_49331959,2,2,2,2,2,2,2,2,2,1,2,chr4,49095240,49331959
7,131883180,2,2,2,2,2,2,2,2,2,2,2,14_64905726_65220519,2,2,2,2,2,2,2,2,2,2,2,chr7,64905726,65220519
4,45236023,0,2,2,2,2,2,2,2,2,2,2,11_84027768_92292685,4,2,2,2,2,2,2,2,2,2,2,chr4,84027768,92292685
4,106858680,1,2,2,2,2,2,1,1,2,2,2,10_71392573_73330641,2,2,2,2,2,2,2,2,2,2,2,chr4,71392573,73330641
4,48119094,3,3,3,3,3,3,3,3,3,3,3,15_45249206_45898706,2,2,2,2,2,2,2,2,2,2,2,chr4,45249206,45898706
14,34541884,2,2,2,2,2,2,2,2,2,2,2,10_34400068_35305347,2,2,2,2,2,2,2,2,2,2,2,chr14,34400068,35305347
16,85847758,2,2,2,2,2,2,2,2,2,2,2,18_659609_2673203,2,2,2,2,2,2,2,2,2,2,2,chr16,659609,2673203
3,82315495,1,2,2,2,2,2,2,1,2,2,2,15_52506655_53809800,2,2,2,2,2,2,2,2,2,2,2,chr3,52506655,53809800
10,11832437,3,3,3,3,3,3,3,3,3,3,3,8_67960058_75525306,3,3,3,3,3,3,3,3,3,3,3,chr10,67960058,75525306
4,67775241,3,3,3,3,3,3,3,3,3,3,3,4_55976546_57877085,2,2,2,2,2,2,2,2,2,2,2,chr4,55976546,57877085
15,91179154,2,2,2,2,2,2,2,2,2,2,2,19_4852074_5892903,2,2,2,2,2,2,2,2,2,2,2,chr15,4852074,5892903
18,50848655,2,2,2,2,2,2,2,2,1,1,1,4_66213955_71398221,2,2,2,2,2,2,2,2,2,2,2,chr18,66213955,71398221
11,5793243,2,2,2,2,2,2,2,2,2,2,2,12_50192009_50345079,2,1,2,2,2,2,2,2,2,2,2,chr11,50192009,50345079
9,135673896,2,2,2,2,2,2,2,2,2,2,2,4_79697884_91701724,3,3,3,3,3,3,3,3,3,3,3,chr9,79697884,91701724
13,80481615,3,3,3,3,3,3,3,3,3,3,3,2_11696674_11881498,3,3,3,3,3,3,3,3,3,3,3,chr13,11696674,11881498
18,18141715,2,2,2,2,2,2,2,2,2,2,2,9_154795_3452520,2,2,2,2,2,2,2,2,2,2,2,chr18,154795,3452520
4,169038741,2,3,2,2,2,2,2,2,2,2,2,22_42525500_43813944,2,3,2,2,2,2,2,2,2,2,2,chr4,42525500,43813944
6,44521251,4,4,4,4,4,4,4,4,4,4,4,7_76255452_87607833,2,2,2,2,2,2,2,2,2,2,2,chr6,76255452,87607833
1,47070814,2,2,2,2,2,2,2,2,2,2,2,20_47351031_56886235,2,2,2,2,2,2,2,2,2,2,2,chr1,47351031,56886235
6,143248067,2,2,2,2,2,2,2,2,2,2,1,6_52137067_54254708,2,2,2,2,2,2,2,2,2,2,2,chr6,52137067,54254708
8,93987853,4,4,4,4,4,4,4,4,4,4,4,10_43620551_44141723,2,2,2,2,2,2,2,2,2,2,2,chr8,43620551,44141723
22,12021594,2,2,2,2,2,2,2,2,2,2,2,22_17052949_17983800,3,3,3,3,3,3,3,3,3,3,3,chr22,17052949,17983800
18,36535346,0,2,2,2,2,2,2,2,2,2,2,15_30018553_34040904,4,2,2,2,2,2,2,2,2,2,2,chr18,30018553,34040904
13,11341250,2,2,2,2,2,2,2,2,2,2,2,6_65523369_66205188,2,2,2,2,2,2,2,2,2,2,2,chr13,65523369,66205188
19,20190100,2,2,2,2,2,2,2,2,2,2,2,11_121986438_126162893,4,4,4,4,4,4,4,4,4,4,4,chr19,121986438,126162893
6,35645521,3,3,3,3,3,3,3,3,3,3,3,2_172330393_172822249,3,3,3,3,3,3,3,3,3,3,3,chr6,172330393,172822249
1,65077413,1,2,2,2,2,2,1,1,2,2,2,9_136559353_139326479,2,2,2,2,2,2,2,2,2,2,2,chr1,136559353,139326479
19,2645414,4,4,4,4,4,4,4,4,4,4,4,11_60901496_61487586,2,2,2,2,2,2,2,2,2,2,2,chr19,60901496,61487586
22,45353824,3,3,3,3,3,3,3,3,3,3,3,18_60985753_61156654,3,3,3,3,3,3,3,3,3,3,3,chr22,60985753,61156654
12,106558187,4,4,4,4,4,4,4,4,4,4,4,17_64770028_66270087,2,2,2,2,2,2,2,2,2,2,2,chr12,64770028,66270087
7,41339394,4,2,2,2,2,2,4,4,2,2,2,1_17557310_28241083,0,2,2,2,2,2,0,0,2,2,2,chr7,17557310,28241083
17,58931610,2,2,2,2,2,2,2,2,2,2,2,18_32720359_34850818,2,2,2,2,2,2,2,2,2,2,2,chr17,32720359,34850818
2,186118991,2,1,2,2,2,2,2,2,2,2,2,17_39672014_40461061,2,2,2,2,2,2,2,2,2,2,2,chr2,39672014,40461061
14,86661397,3,3,3,3,3,3,3,3,3,3,3,9_116356430_116770880,3,3,3,3,3,3,3,3,3,3,3,chr14,116356430,116770880
6,100991367,2,2,2,2,2,2,2,2,2,2,2,1_227083250_227838935,2,2,2,2,2,2,2,2,2,2,2,chr6,227083250,227838935
9,67155786,2,2,2,2,2,2,2,2,2,2,2,17_5953_169110,3,3,3,3,3,3,3,3,3,3,3,chr9,5953,169110
18,74115988,3,3,3,3,3,3,3,3,3,3,3,12_103240630_107047992,3,3,3,3,3,3,3,3,3,3,3,chr18,103240630,107047992
9,117307882,2,2,2,2,2,2,2,2,2,2,2,4_85704_3534059,2,2,2,2,2,2,2,2,2,2,2,chr9,85704,3534059
7,37156446,3,3,3,3,3,3,3,3,3,3,3,12_6061674_6457877,2,2,2,2,2,2,2,2,2,2,2,chr7,6061674,6457877
1,80122755,4,4,4,4,4,4,4,4,4,4,4,9_3453896_8733884,2,2,2,2,2,2,2,2,2,2,2,chr1,3453896,8733884
8,63034283,1,2,2,2,2,2,2,2,2,2,2,5_163205_1490020,2,2,2,2,2,2,2,2,2,2,2,chr8,163205,1490020
8,72867506,2,2,2,2,2,2,2,2,2,1,2,10_6504136_6557200,2,2,2,2,2,2,2,2,2,2,2,chr8,6504136,6557200
12,45274982,2,2,2,2,2,2,2,2,2,2,2,2_183386890_183829501,2,2,2,2,2,2,2,2,2,2,2,chr12,183386890,183829501
8,7248704,4,4,4,4,4,4,4,4,4,4,4,3_136739406_138763343,2,2,2,2,2,2,2,2,2,2,2,chr8,136739406,138763343
13,46150610,2,2,2,2,2,2,2,2,2,2,0,9_136221658_136501773,2,2,2,2,2,2,2,2,2,2,4,chr13,136221658,136501773
1,135859935,2,2,2,2,2,4,2,2,2,2,2,14_106318248_106586259,2,2,2,2,2,0,2,2,2,2,2,chr1,106318248,106586259
21,9543345,3,3,3,3,3,3,3,3,3,3,3,1_159175527_160709057,3,3,3,3,3,3,3,3,3,3,3,chr21,159175527,160709057
1,23506101,2,2,2,2,2,2,2,2,2,2,2,15_64021695_64367710,2,2,2,2,2,2,2,2,2,2,2,chr1,64021695,64367710
12,12146468,0,2,2,2,2,2,2,2,2,2,2,11_65629377_67265498,4,2,2,2,2,2,2,2,2,2,2,chr12,65629377,67265498
7,83753369,2,2,2,2,2,2,2,2,2,2,2,9_131802688_132585070,2,2,2,2,2,2,2,2,2,2,2,chr7,131802688,132585070
6,1885395,2,2,2,2,2,2,2,2,2,4,2,14_93963478_95058631,2,2,2,2,2,2,2,2,2,0,2,chr6,93963478,95058631
17,32186327,2,2,2,2,2,2,2,2,2,2,2,16_81816901_81914468,4,4,4,4,4,4,4,4,4,4,4,chr17,81816901,81914468
22,38791452,2,1,2,2,2,2,2,2,2,2,2,18_2697815_5233173,2,2,2,2,2,2,2,2,2,2,2,chr22,2697815,5233173
2,105978108,2,2,2,2,2,2,2,2,2,2,2,19_56055444_56170541,2,2,2,2,2,2,2,2,2,2,2,chr2,56055444,56170541
5,79029285,4,4,4,4,4,4,4,4,4,4,4,19_20414086_24345141,4,4,4,4,4,4,4,4,4,4,4,chr5,20414086,24345141
19,29961112,4,4,4,4,4,4,4,4,4,4,4,8_1449396_11853732,4,4,4,4,4,4,4,4,4,4,4,chr19,1449396,11853732
8,142011393,2,2,2,2,2,2,2,2,2,2,2,6_36393816_37186749,2,2,2,2,2,2,2,2,2,2,2,chr8,36393816,37186749
9,24755313,4,4,4,4,4,4,4,4,4,4,4,10_53814229_71392564,2,2,2,2,2,2,2,2,2,2,2,chr9,53814229,71392564
2,202364027,3,3,3,3,3,3,3,3,3,3,3,12_53509340_55041085,2,2,2,2,2,2,2,2,2,2,2,chr2,53509340,55041085
2,11256689,2,2,2,2,2,2,2,2,2,2,2,15_68122639_73660576,2,2,2,2,2,2,2,2,2,2,2,chr2,68122639,73660576
18,3853624,3,3,3,3,3,3,3,3,3,3,3,4_52714331_54011587,2,2,2,2,2,2,2,2,2,2,2,chr18,52714331,54011587
6,123920739,3,3,3,3,3,3,3,3,3,3,3,22_38363660_39657004,2,2,2,2,2,2,2,2,2,2,2,chr6,38363660,39657004
9,38095932,2,2,2,2,2,2,2,2,2,2,2,10_18903301_19904879,2,2,2,2,2,2,2,2,2,2,3,chr9,18903301,19904879
2,55953390,2,2,2,2,2,2,2,2,2,2,2,18_30672840_32720315,2,2,2,2,2,2,2,2,2,2,2,chr2,30672840,32720315
5,75038952,2,2,2,2,2,2,2,2,2,2,2,17_70645297_71746648,2,2,2,2,2,2,2,2,2,2,2,chr5,70645297,71746648
2,93756567,2,2,2,2,2,2,2,2,2,2,2,11_2018149_2609011,2,2,2,2,2,2,2,2,2,2,2,chr2,2018149,2609011
6,84255936,2,2,2,2,2,2,2,2,2,2,2,1_227920303_228129433,2,2,2,2,2,3,2,2,2,2,2,chr6,227920303,228129433
2,178871071,2,2,2,2,2,2,2,2,2,2,2,1_229385589_233514837,2,2,2,2,2,2,2,2,2,2,2,chr2,229385589,233514837
1,85304305,3,3,3,3,3,3,3,3,3,3,3,5_170828012_172333083,2,2,2,2,2,2,2,2,2,2,2,chr1,170828012,172333083
1,74109185,4,4,4,4,4,4,4,4,4,4,4,18_42281376_56149101,2,2,2,2,2,2,2,2,2,2,2,chr1,42281376,56149101
18,45637907,0,2,2,2,2,2,2,0,2,2,2,3_56763316_84963059,4,2,2,2,2,2,2,4,2,2,2,chr18,56763316,84963059
1,23174635,1,1,2,1,1,1,1,1,2,2,2,2_187466849_208633413,2,2,2,2,2,2,2,2,2,2,2,chr1,187466849,208633413
3,109038106,3,3,3,3,3,3,3,3,3,3,3,5_55204520_111312546,2,2,2,2,2,2,2,2,2,2,2,chr3,55204520,111312546
11,81224671,2,4,2,2,2,2,2,2,2,2,2,10_30987263_33623460,2,0,2,2,2,2,2,2,2,2,2,chr11,30987263,33623460
4,133770038,3,3,3,3,3,3,3,3,3,3,3,19_19466036_20370115,3,3,3,3,3,3,3,3,3,3,3,chr4,19466036,20370115
1,92935313,0,2,2,2,2,2,2,2,2,2,2,12_11460795_11904762,4,2,2,2,2,2,2,2,2,2,2,chr1,11460795,11904762
9,47348834,4,4,4,4,4,4,4,4,4,4,4,10_1018473_1437135,4,4,4,4,4,4,4,4,4,4,4,chr9,1018473,1437135
19,31673699,2,2,2,2,2,2,2,2,2,2,2,7_55210112_57529604,2,2,2,2,2,2,2,2,2,2,2,chr19,55210112,57529604
1,235597095,2,2,2,2,2,2,2,2,2,2,2,19_56204330_56388579,1,1,1,1,1,1,1,1,1,1,1,chr1,56204330,56388579
15,70826158,2,0,2,2,2,2,2,2,2,2,2,20_3682242_5844121,2,4,2,2,2,2,2,2,2,2,2,chr15,3682242,5844121
15,59930354,3,3,3,3,3,3,3,3,3,3,3,5_6620395_9054377,3,3,3,3,3,3,3,3,3,3,3,chr15,6620395,9054377
3,29966229,2,2,2,2,2,2,2,2,2,2,1,4_3590683_5924946,2,2,2,2,2,2,2,2,2,2,2,chr3,3590683,5924946
21,21325336,2,2,2,2,2,2,2,2,2,2,2,1_160717939_160852022,2,2,2,2,2,2,2,2,2,2,2,chr21,160717939,160852022
15,45392782,2,2,2,2,2,2,2,2,2,2,2,4_41687749_41984968,2,2,2,2,2,2,2,2,2,2,2,chr15,41687749,41984968
6,133483180,3,3,3,3,3,3,3,3,3,3,3,13_103473497_115091783,3,3,3,3,3,3,3,3,3,3,3,chr6,103473497,115091783
8,76435829,2,2,2,2,2,2,2,2,2,2,2,18_57567699_60985600,3,3,3,3,3,3,3,3,3,3,3,chr8,57567699,60985600
9,3385467,0,2,2,2,2,2,2,0,2,2,2,3_138881813_141932258,4,2,2,2,2,2,2,4,2,2,2,chr9,138881813,141932258
3,15545767,2,2,2,2,2,2,2,2,0,0,0,1_6636885_7837225,2,2,2,2,2,2,2,2,4,4,4,chr3,6636885,7837225
5,44751621,2,2,2,2,2,2,2,2,2,2,2,2_89197190_92326170,3,3,2,3,3,3,3,3,2,2,2,chr5,89197190,92326170
5,99820793,3,3,3,3,3,3,3,3,3,3,3,2_172966250_174775053,3,3,3,3,3,3,3,3,3,3,3,chr5,172966250,174775053
13,100833922,3,3,3,3,3,3,3,3,3,3,3,3_97983039_124377254,3,3,3,3,3,3,3,3,3,3,3,chr13,97983039,124377254
2,201477956,4,4,4,4,4,4,4,4,4,4,4,8_142524759_144818178,2,2,2,2,2,2,2,2,2,2,2,chr2,142524759,144818178
2,147966810,2,2,2,2,2,2,2,2,2,4,2,1_145458032_149920991,2,2,2,2,2,2,2,2,2,0,2,chr2,145458032,149920991
8,88294691,2,2,2,2,2,2,2,2,2,2,2,20_37058236_44596940,3,3,3,3,3,3,3,3,3,3,3,chr8,37058236,44596940
1,79562647,4,4,4,4,4,4,4,4,4,4,4,21_46393090_46906643,4,4,4,4,4,4,4,4,4,4,4,chr1,46393090,46906643
18,75896368,2,2,2,2,2,2,2,2,2,2,2,2_183848114_187466731,2,1,2,2,1,1,2,2,2,2,2,chr18,183848114,187466731
4,106526522,2,2,2,2,2,2,2,2,2,1,2,15_59981590_64021624,2,2,2,2,2,2,2,2,2,2,2,chr4,59981590,64021624
9,129200036,3,3,3,3,3,3,3,3,3,3,3,19_11322415_12186921,2,2,2,2,2,2,2,2,2,2,2,chr9,11322415,12186921
6,74897272,2,2,2,2,2,2,2,2,2,2,2,2_242590531_243037218,2,2,2,2,2,2,2,2,2,2,2,chr6,242590531,243037218
21,27952013,4,4,4,4,4,4,4,4,4,4,4,12_6457963_9229335,0,0,0,0,0,0,0,0,0,0,0,chr21,6457963,9229335
10,116349763,4,4,4,4,4,4,4,4,4,4,4,19_1012541_1064411,4,4,4,4,4,4,4,4,4,4,4,chr10,1012541,1064411
4,97079483,2,2,2,2,2,2,2,2,2,2,2,16_56370703_58589433,3,3,3,3,3,3,3,3,3,3,3,chr4,56370703,58589433
13,42561630,2,2,2,2,2,2,2,2,2,2,2,19_40196627_44015716,2,2,2,2,2,2,2,2,2,2,2,chr13,40196627,44015716
15,51545931,4,4,4,4,4,4,4,4,4,4,4,17_26864302_29851061,0,0,0,0,0,0,0,0,0,0,0,chr15,26864302,29851061
13,11467830,2,2,2,2,2,2,2,2,2,2,2,20_13029697_18393493,0,0,0,0,0,0,0,0,0,0,0,chr13,13029697,18393493
5,104718025,1,2,2,2,2,2,2,2,2,2,2,8_88622043_94179141,2,2,2,2,2,2,2,2,2,2,2,chr5,88622043,94179141
4,163447004,2,1,2,2,1,1,2,2,2,2,2,4_170652760_174537329,2,2,2,2,2,2,2,2,2,2,2,chr4,170652760,174537329
15,32075132,2,2,2,2,2,2,2,2,2,2,2,4_57881622_66213856,1,1,1,1,1,1,1,1,1,1,1,chr15,57881622,66213856
2,68107122,0,2,2,2,2,2,0,0,2,2,2,16_85100777_85952093,4,2,2,2,2,2,4,4,2,2,2,chr2,85100777,85952093
2,236371242,2,2,2,2,2,2,2,2,2,2,2,5_173416365_174156217,2,2,2,2,2,2,2,2,2,2,2,chr2,173416365,174156217
